text,name
федор это мое имя,4
называй меня теперь федор хорошо,6
меня зовут федот,7
мое имя федот,7
называй меня федот,7
называй меня теперь федот,7
мое имя федот окей да,5
обращайся ко мне как федот короче,6
федот это мое имя,4
называй меня теперь федот хорошо,6
меня зовут феликс,7
мое имя феликс,7
называй меня феликс,7
называй меня теперь феликс,7
мое имя феликс окей да,5
обращайся ко мне как феликс короче,6
феликс это мое имя,4
называй меня теперь феликс хорошо,6
меня зовут филат,7
мое имя филат,7
называй меня филат,7
называй меня теперь филат,7
мое имя филат окей да,5
обращайся ко мне как филат короче,6
филат это мое имя,4
называй меня теперь филат хорошо,6
меня зовут филимон,7
мое имя филимон,7
называй меня филимон,7
называй меня теперь филимон,7
мое имя филимон окей да,5
обращайся ко мне как филимон короче,6
филимон это мое имя,4
называй меня теперь филимон хорошо,6
меня зовут филипп,7
мое имя филипп,7
называй меня филипп,7
называй меня теперь филипп,7
мое имя филипп окей да,5
обращайся ко мне как филипп короче,6
филипп это мое имя,4
называй меня теперь филипп хорошо,6
меня зовут фома,7
мое имя фома,7
называй меня фома,7
называй меня теперь фома,7
мое имя фома окей да,5
обращайся ко мне как фома короче,6
фома это мое имя,4
называй меня теперь фома хорошо,6
меня зовут фрида,7
мое имя фрида,7
называй меня фрида,7
называй меня теперь фрида,7
мое имя фрида окей да,5
обращайся ко мне как фрида короче,6
фрида это мое имя,4
называй меня теперь фрида хорошо,6
меня зовут чарли,7
мое имя чарли,7
называй меня чарли,7
называй меня теперь чарли,7
мое имя чарли окей да,5
обращайся ко мне как чарли короче,6
чарли это мое имя,4
называй меня теперь чарли хорошо,6
меня зовут эдита,7
мое имя эдита,7
называй меня эдита,7
называй меня теперь эдита,7
мое имя эдита окей да,5
обращайся ко мне как эдита короче,6
эдита это мое имя,4
называй меня теперь эдита хорошо,6
меня зовут эдуард,7
мое имя эдуард,7
называй меня эдуард,7
называй меня теперь эдуард,7
мое имя эдуард окей да,5
обращайся ко мне как эдуард короче,6
эдуард это мое имя,4
называй меня теперь эдуард хорошо,6
меня зовут элеонора,7
мое имя элеонора,7
называй меня элеонора,7
называй меня теперь элеонора,7
мое имя элеонора окей да,5
обращайся ко мне как элеонора короче,6
элеонора это мое имя,4
называй меня теперь элеонора хорошо,6
меня зовут элина,7
мое имя элина,7
называй меня элина,7
называй меня теперь элина,7
мое имя элина окей да,5
обращайся ко мне как элина короче,6
элина это мое имя,4
называй меня теперь элина хорошо,6
меня зовут эльвира,7
мое имя эльвира,7
называй меня эльвира,7
называй меня теперь эльвира,7
мое имя эльвира окей да,5
обращайся ко мне как эльвира короче,6
эльвира это мое имя,4
называй меня теперь эльвира хорошо,6
меня зовут эльдар,7
мое имя эльдар,7
называй меня эльдар,7
называй меня теперь эльдар,7
мое имя эльдар окей да,5
обращайся ко мне как эльдар короче,6
эльдар это мое имя,4
называй меня теперь эльдар хорошо,6
меня зовут эльза,7
мое имя эльза,7
называй меня эльза,7
называй меня теперь эльза,7
мое имя эльза окей да,5
обращайся ко мне как эльза короче,6
эльза это мое имя,4
называй меня теперь эльза хорошо,6
меня зовут эмма,7
мое имя эмма,7
называй меня эмма,7
называй меня теперь эмма,7
мое имя эмма окей да,5
обращайся ко мне как эмма короче,6
эмма это мое имя,4
называй меня теперь эмма хорошо,6
меня зовут эрик,7
мое имя эрик,7
называй меня эрик,7
называй меня теперь эрик,7
мое имя эрик окей да,5
обращайся ко мне как эрик короче,6
эрик это мое имя,4
называй меня теперь эрик хорошо,6
меня зовут эрика,7
мое имя эрика,7
называй меня эрика,7
называй меня теперь эрика,7
мое имя эрика окей да,5
обращайся ко мне как эрика короче,6
эрика это мое имя,4
называй меня теперь эрика хорошо,6
меня зовут юлиан,7
мое имя юлиан,7
называй меня юлиан,7
называй меня теперь юлиан,7
мое имя юлиан окей да,5
обращайся ко мне как юлиан короче,6
юлиан это мое имя,4
называй меня теперь юлиан хорошо,6
меня зовут юлиана,7
мое имя юлиана,7
называй меня юлиана,7
называй меня теперь юлиана,7
мое имя юлиана окей да,5
обращайся ко мне как юлиана короче,6
юлиана это мое имя,4
называй меня теперь юлиана хорошо,6
меня зовут юлий,7
мое имя юлий,7
называй меня юлий,7
называй меня теперь юлий,7
мое имя юлий окей да,5
обращайся ко мне как юлий короче,6
юлий это мое имя,4
называй меня теперь юлий хорошо,6
меня зовут юлия,7
мое имя юлия,7
называй меня юлия,7
называй меня теперь юлия,7
мое имя юлия окей да,5
обращайся ко мне как юлия короче,6
юлия это мое имя,4
называй меня теперь юлия хорошо,6
меня зовут юрий,7
мое имя юрий,7
называй меня юрий,7
называй меня теперь юрий,7
мое имя юрий окей да,5
обращайся ко мне как юрий короче,6
юрий это мое имя,4
называй меня теперь юрий хорошо,6
меня зовут яков,7
мое имя яков,7
называй меня яков,7
называй меня теперь яков,7
мое имя яков окей да,5
обращайся ко мне как яков короче,6
яков это мое имя,4
называй меня теперь яков хорошо,6
меня зовут ян,7
мое имя ян,7
называй меня ян,7
называй меня теперь ян,7
мое имя ян окей да,5
обращайся ко мне как ян короче,6
ян это мое имя,4
называй меня теперь ян хорошо,6
меня зовут яна,7
мое имя яна,7
называй меня яна,7
называй меня теперь яна,7
мое имя яна окей да,5
обращайся ко мне как яна короче,6
яна это мое имя,4
называй меня теперь яна хорошо,6
меня зовут янина,7
мое имя янина,7
называй меня янина,7
называй меня теперь янина,7
мое имя янина окей да,5
обращайся ко мне как янина короче,6
янина это мое имя,4
называй меня теперь янина хорошо,6
меня зовут яросла,7
мое имя яросла,7
называй меня яросла,7
называй меня теперь яросла,7
мое имя яросла окей да,5
обращайся ко мне как яросла короче,6
яросла это мое имя,4
называй меня теперь яросла хорошо,6
